timestamp,x_coordinate,y_coordinate,Str_angl,vx
0.021,0,0,0,68.7764
0.021,0,0,0,68.7764
0.021,0,0,0,68.7764
0.034,-0.888999999999996,0.0910000000000082,0.23625,68.7886
0.047,-1.77799999999999,0.182999999999993,0.4725,68.8007
0.06,-2.66759999999999,0.274000000000001,0.70875,68.8128
0.0738,-3.61229999999999,0.371000000000009,1.134,68.8205
0.0876,-4.557,0.467999999999989,1.55925,68.8281
0.1014,-5.5017,0.563999999999993,1.9845,68.8357
0.1152,-6.4464,0.661000000000001,2.40975,68.8433
0.129,-7.39109999999999,0.75800000000001,2.835,68.851
0.147,-8.6241,0.884999999999991,2.69325,68.863
0.165,-9.8571,1.011,2.5514973,68.875
0.183,-11.0902,1.13800000000001,2.4097473,68.887
0.19425,-11.8612,1.21699999999998,1.8073098,68.8965
0.2055,-12.6322,1.297,1.204875,68.906
0.21675,-13.4033,1.37700000000001,0.6024375,68.9155
0.228,-14.1743,1.45599999999999,0,68.925
0.244,-15.2714,1.56999999999999,0,68.9357
0.26,-16.3684,1.684,0,68.9464
0.276,-17.4655,1.797,0,68.9572
0.291,-18.4945,1.904,0,68.968
0.306,-19.5235,2.011,0,68.9789
0.321,-20.5525,2.11799999999999,0,68.9897
0.339,-21.7876,2.24799999999999,0,69.0321
0.3522,-22.6938,2.34299999999999,0,69.0392
0.3654,-23.6,2.43799999999999,0,69.0463
0.3786,-24.5062,2.53299999999999,0,69.0533
0.3918,-25.4125,2.62799999999999,0,69.0604
0.405,-26.3187,2.72399999999999,0,69.0675
0.4215,-27.4521,2.84299999999999,0,69.0842
0.438,-28.5854,2.96199999999999,0,69.1008
0.4518,-29.5339,3.06200000000001,0,69.1091
0.4656,-30.4823,3.16200000000001,0,69.1175
0.4794,-31.4307,3.262,0,69.1258
0.4932,-32.3791,3.36199999999999,0,69.1341
0.507,-33.3275,3.46199999999999,0,69.1424
0.5235,-34.4622,3.58199999999999,0,69.1605
0.54,-35.5968,3.70099999999999,0,69.1786
0.5532,-36.505,3.797,0,69.1854
0.5664,-37.4132,3.893,0,69.1922
0.5796,-38.3214,3.988,0,69.199
0.5928,-39.2297,4.084,0,69.2058
0.606,-40.1379,4.18000000000001,0,69.2126
0.621,-41.1705,4.28800000000001,0,69.2289
0.636,-42.2031,4.39599999999999,0,69.2452
0.653,-43.3739,4.51900000000001,0,69.2573
0.67,-44.5448,4.642,0,69.2694
0.687,-45.7156,4.76400000000001,0,69.2815
0.702,-46.7493,4.87299999999999,0,69.2906
0.717,-47.7831,4.98099999999999,0,69.2997
0.732,-48.8168,5.089,0,69.3088
0.747,-49.8505,5.197,0,69.3179
0.759,-50.678,5.28399999999999,0,69.3293
0.771,-51.5055,5.37,0,69.3408
0.783,-52.3329,5.45599999999999,0,69.3522
0.79725,-53.3161,5.559,0.1771875,69.3614
0.8115,-54.2992,5.661,0.354375,69.3705
0.82575,-55.2823,5.76300000000001,0.5315625,69.3797
0.84,-56.2655,5.86599999999999,0.70875,69.3888
0.855,-57.301,5.97299999999998,1.4175,69.4001
0.87,-58.3364,6.08099999999999,2.12625,69.4115
0.885,-59.3719,6.18899999999999,2.835,69.4228
0.901,-60.4769,6.304,2.69325,69.4352
0.917,-61.582,6.41900000000001,2.5514973,69.4476
0.933,-62.687,6.53399999999999,2.4097473,69.46
0.947,-63.6543,6.636,1.6065,69.4699
0.961,-64.6217,6.73699999999999,0.80325,69.4798
0.975,-65.589,6.83799999999999,0,69.4897
0.987,-66.4185,6.92500000000001,0,69.4993
0.999,-67.248,7.012,0,69.5088
1.011,-68.0775,7.09899999999999,0,69.5184
1.023,-68.907,7.18600000000001,0,69.5279
1.038,-69.9444,7.29599999999999,0,69.5402
1.053,-70.9817,7.405,0,69.5525
1.068,-72.0191,7.51499999999999,0,69.5648
1.085,-73.1953,7.63900000000001,0,69.5747
1.102,-74.3715,7.76400000000001,0,69.5847
1.119,-75.5476,7.88800000000001,0,69.5946
1.13,-76.309,7.96899999999999,0,69.6069
1.141,-77.0704,8.05000000000001,0,69.6193
1.152,-77.8318,8.131,0,69.6316
1.17,-79.0782,8.26300000000001,0,69.6484
1.188,-80.3246,8.39599999999999,0,69.6652
1.2015,-81.2598,8.495,0,69.6734
1.215,-82.195,8.595,0,69.6816
1.2285,-83.1302,8.69399999999999,0,69.6898
1.242,-84.0654,8.79400000000001,0,69.698
1.259,-85.2437,8.91900000000001,0,69.7102
1.276,-86.4221,9.04400000000001,0,69.7225
1.293,-87.6004,9.16999999999999,0,69.7348
1.306,-88.5019,9.26499999999999,0,69.7451
1.319,-89.4034,9.36099999999999,0,69.7553
1.332,-90.3049,9.45699999999999,0,69.7656
1.3458,-91.2625,9.559,0,69.7728
1.3596,-92.22,9.66,0,69.7799
1.3734,-93.17755,9.762,0,69.7871
1.3872,-94.13509,9.863,0,69.7943
1.401,-95.09263,9.965,0,69.8015
1.416,-96.13397,10.076,-0.14175,69.8176
1.431,-97.17531,10.186,-0.2835,69.8337
1.443,-98.00863,10.274,-1.4175,69.8512
1.455,-98.84194,10.362,-2.5515,69.8687
1.47,-99.88417,10.472,-2.0412,69.8747
1.485,-100.9264,10.582,-1.5309,69.8808
1.5,-101.968629,10.692,-1.0206,69.8868
1.515,-103.010858,10.802,-0.5103,69.8928
1.53,-104.05309,10.912,0,69.8988
1.548,-105.30439,11.043,0,69.9361
1.561,-106.20862,11.138,0,69.9415
1.574,-107.11285,11.233,0,69.9469
1.587,-108.01708,11.327,0,69.9523
1.6,-108.92131,11.422,0,69.9577
1.613,-109.82553,11.517,0,69.9631
1.626,-110.72976,11.611,0,69.9685
1.641,-111.77381,11.72,0,69.9791
1.656,-112.8179,11.829,0,69.9897
1.671,-113.8619,11.937,0,70.0002
1.684,-114.7672,12.031,0,70.0116
1.697,-115.6724,12.125,0,70.023
1.71,-116.5776,12.219,0,70.0343
1.7295,-117.9361,12.359,0,70.052
1.749,-119.2946,12.5,0,70.0697
1.7622,-120.2147,12.595,0,70.075
1.7754,-121.1348,12.689,0,70.0802
1.7886,-122.0549,12.784,0,70.0855
1.8018,-122.975,12.879,0,70.0908
1.815,-123.8951,12.974,0,70.096
1.832,-125.0808,13.096,-0.04725,70.1095
1.849,-126.2665,13.218,-0.0945,70.123
1.866,-127.4522,13.34,-0.14175,70.1364
1.879,-128.3594,13.433,-0.89775,70.1483
1.892,-129.2666,13.526,-1.65375,70.1602
1.905,-130.1738,13.62,-2.40975,70.1721
1.917,-131.0117,13.705,-2.941299,70.18
1.929,-131.8495,13.791,-3.472875,70.1879
1.941,-132.6873,13.876,-4.004424,70.1958
1.953,-133.5252,13.962,-4.536,70.2037
1.969,-134.6429,14.075,-3.024,70.214
1.985,-135.7606,14.189,-1.512,70.2244
2.001,-136.8783,14.302,0,70.2348
2.015,-137.8568,14.4,0,70.2463
2.029,-138.8353,14.499,0,70.2578
2.043,-139.8138,14.597,0,70.2693
2.06,-141.0026,14.716,0,70.2795
2.077,-142.1915,14.835,0,70.2898
2.094,-143.3803,14.954,0,70.3
2.106,-144.22,15.037,0,70.309
2.118,-145.0596,15.12,0,70.3179
2.13,-145.8993,15.203,0,70.3269
2.142,-146.7389,15.286,0,70.3358
2.157,-147.7889,15.39,0,70.3694
2.1705,-148.7344,15.482,0,70.3745
2.184,-149.6799,15.574,0,70.3795
2.1975,-150.6255,15.667,0,70.3846
2.211,-151.571,15.759,0,70.3897
2.2245,-152.5165,15.852,0,70.3948
2.238,-153.462,15.944,0,70.3999
2.256,-154.7233,16.066,0,70.4313
2.27175,-155.8275,16.173,0,70.4403
2.2875,-156.9317,16.28,0,70.4493
2.30325,-158.0358,16.387,0,70.4582
2.319,-159.14,16.494,0,70.4672
2.331,-159.9817,16.575,0,70.478
2.343,-160.8235,16.656,0,70.4888
2.355,-161.6652,16.737,0,70.4996
2.3688,-162.6337,16.83,0,70.5057
2.3826,-163.6022,16.923,0,70.5118
2.3964,-164.5707,17.016,0,70.5179
2.4102,-165.5392,17.109,0,70.524
2.424,-166.5077,17.202,0,70.53
2.442,-167.7717,17.323,0,70.5479
2.46,-169.0357,17.444,0,70.5658
2.472,-169.8787,17.525,-0.567,70.5737
2.484,-170.7217,17.605,-1.134,70.5815
2.496,-171.5647,17.686,-1.701,70.5894
2.508,-172.4077,17.767,-2.268,70.5972
2.526,-173.6729,17.887,-2.97675,70.6073
2.544,-174.9381,18.007,-3.6855,70.6174
2.562,-176.2033,18.128,-4.39425,70.6274
2.5725,-176.9416,18.197,-2.197125,70.6451
2.583,-177.68,18.267,0,70.6627
2.598,-178.7352,18.366,0,70.6702
2.613,-179.7905,18.465,0,70.6778
2.628,-180.8458,18.564,0,70.6853
2.643,-181.901,18.663,0,70.6928
2.6565,-182.8514,18.752,0,70.7001
2.67,-183.8018,18.84,0,70.7075
2.6835,-184.7521,18.928,0,70.7148
2.697,-185.7025,19.016,0,70.7222
2.7105,-186.6534,19.104,0,70.7311
2.724,-187.6043,19.191,0,70.74
2.7375,-188.5552,19.279,0,70.749
2.751,-189.5061,19.366,0,70.7579
2.766,-190.5632,19.463,0,70.7683
2.781,-191.6204,19.559,0,70.7786
2.796,-192.6775,19.656,0,70.7889
2.809,-193.5941,19.739,0,70.7985
2.822,-194.5108,19.822,0,70.8081
2.835,-195.4274,19.905,0,70.8177
2.851,-196.556,20.007,0,70.8288
2.867,-197.6847,20.109,0,70.8398
2.883,-198.8133,20.21,0,70.8508
2.8965,-199.7661,20.296,0,70.859
2.91,-200.7189,20.381,0,70.8671
2.9235,-201.6717,20.467,0,70.8752
2.937,-202.624,20.552,0,70.8833
2.952,-203.684,20.647,0,70.8936
2.967,-204.743,20.742,0,70.9039
2.982,-205.802,20.836,0,70.9142
2.99475,-206.703,20.917,0,70.9221
3.0075,-207.604,20.997,0,70.9301
3.02025,-208.504,21.077,0,70.9381
3.033,-209.405,21.158,0,70.9461
3.049,-210.536,21.258,0,70.9566
3.065,-211.667,21.359,0,70.9672
3.081,-212.798,21.459,0,70.9778
3.0945,-213.752,21.544,0,70.9926
3.108,-214.707,21.629,0,71.0073
3.1212,-215.641,21.711,0,71.014
3.1344,-216.574,21.794,0,71.0208
3.1476,-217.508,21.877,0,71.0275
3.1608,-218.442,21.96,0,71.0343
3.174,-219.376,22.042,0,71.041
3.192,-220.65,22.155,0,71.0572
3.21,-221.924,22.267,0,71.0733
3.222,-222.773,22.342,0,71.0795
3.234,-223.623,22.417,0,71.0857
3.246,-224.473,22.492,0,71.0918
3.258,-225.322,22.567,0,71.098
3.27,-226.172,22.642,0,71.1042
3.288,-227.447,22.754,0,71.1198
3.306,-228.722,22.866,0,71.1354
3.317,-229.502,22.934,0,71.1456
3.328,-230.281,23.003,0,71.1557
3.339,-231.061,23.071,0,71.1658
3.35625,-232.284,23.178,0,71.1739
3.3735,-233.507,23.286,0,71.182
3.39075,-234.73,23.393,0,71.1902
3.408,-235.953,23.5,0,71.1983
3.42075,-236.858,23.579,0,71.2064
3.4335,-237.762,23.658,0,71.2146
3.44625,-238.667,23.737,0,71.2227
3.459,-239.571,23.817,0,71.2309
3.471,-240.423,23.891,0,71.2413
3.483,-241.274,23.965,0,71.2517
3.495,-242.126,24.04,0,71.2621
3.511,-243.262,24.138,0,71.2713
3.527,-244.398,24.237,0,71.2805
3.543,-245.534,24.336,0,71.2897
3.55575,-246.44,24.415,0,71.2974
3.5685,-247.345,24.493,0,71.3051
3.58125,-248.251,24.572,0,71.3128
3.594,-249.157,24.651,0,71.3204
3.608,-250.152,24.737,0,71.33
3.622,-251.147,24.823,0,71.3395
3.636,-252.141,24.909,0,71.349
3.6495,-253.101,24.992,0,71.357
3.663,-254.061,25.075,0,71.365
3.6765,-255.021,25.158,0,71.3729
3.69,-255.981,25.241,0,71.3809
3.704,-256.976,25.327,0,71.3915
3.718,-257.972,25.413,0,71.4022
3.732,-258.968,25.499,0,71.4128
3.749,-260.178,25.603,0,71.4236
3.766,-261.388,25.708,0,71.4344
3.783,-262.597,25.812,0,71.4452
3.795,-263.452,25.885,0,71.4523
3.807,-264.306,25.959,0,71.4594
3.819,-265.161,26.032,0,71.4665
3.831,-266.015,26.105,0,71.4736
3.846,-267.083,26.197,0,71.5026
3.8604,-268.109,26.285,0,71.509
3.8748,-269.135,26.373,0,71.5153
3.8892,-270.161,26.461,0,71.5217
3.9036,-271.187,26.549,0,71.528
3.918,-272.213,26.636,0,71.5343
3.935,-273.425,26.74,0,71.5549
3.952,-274.636,26.843,0,71.5755
3.969,-275.848,26.947,0,71.5961
3.98186,-276.765,27.025,0,71.6002
3.99471,-277.683,27.103,0,71.6044
4.00757,-278.6,27.181,0,71.6085
4.02043,-279.517,27.259,0,71.6126
4.03329,-280.434,27.337,0,71.6168
4.04614,-281.351,27.415,0,71.6209
4.059,-282.268,27.493,0,71.6251
4.072,-283.196,27.572,0,71.6346
4.085,-284.124,27.65,0,71.6441
4.098,-285.052,27.729,0,71.6536
4.113,-286.123,27.819,0,71.6615
4.128,-287.194,27.91,0,71.6694
4.143,-288.266,28,0,71.6773
4.158,-289.337,28.091,0,71.6852
4.17075,-290.248,28.167,-0.3898125,71.6998
4.1835,-291.159,28.244,-0.779625,71.7143
4.19625,-292.07,28.321,-1.1694375,71.7288
4.209,-292.98,28.397,-1.55925,71.7434
4.223,-293.981,28.481,-1.93725,71.7486
4.237,-294.982,28.565,-2.31525,71.7539
4.251,-295.983,28.649,-2.69325,71.7592
4.265,-296.984,28.733,-3.07125,71.7645
4.279,-297.985,28.817,-3.44925,71.7698
4.293,-298.986,28.9,-3.82725,71.775
4.3065,-299.951,28.981,-1.913625,71.789
4.32,-300.917,29.061,0,71.803
4.3344,-301.948,29.146,0,71.8094
4.3488,-302.978,29.231,0,71.8158
4.3632,-304.009,29.316,0,71.8222
4.3776,-305.039,29.401,0,71.8286
4.392,-306.07,29.486,0,71.835
4.409,-307.287,29.585,0,71.8439
4.426,-308.505,29.685,0,71.8529
4.443,-309.722,29.784,0,71.8618
4.456,-310.653,29.86,0,71.8713
4.469,-311.585,29.935,0,71.8809
4.482,-312.516,30.01,0,71.8904
4.49475,-313.43,30.084,0,71.8973
4.5075,-314.344,30.157,0,71.9043
4.52025,-315.257,30.231,0,71.9112
4.533,-316.171,30.304,0,71.9181
4.548,-317.247,30.39,0,71.9274
4.563,-318.322,30.475,0,71.9366
4.578,-319.398,30.561,0,71.9458
4.59,-320.259,30.63,0,71.9534
4.602,-321.119,30.698,0,71.961
4.614,-321.98,30.766,0,71.9686
4.626,-322.841,30.835,0,71.9762
4.641,-323.917,30.92,0,71.9855
4.656,-324.994,31.006,0,71.9948
4.671,-326.07,31.091,0,72.0041
4.687,-327.219,31.182,0,72.0144
4.703,-328.368,31.273,0,72.0246
4.719,-329.516,31.363,0,72.0349
4.73025,-330.325,31.427,0,72.0423
4.7415,-331.133,31.491,0,72.0496
4.75275,-331.941,31.555,0,72.0569
4.764,-332.749,31.618,0,72.0643
4.782,-334.042,31.72,0,72.0925
4.7955,-335.012,31.797,0,72.0967
4.809,-335.982,31.873,0,72.101
4.8225,-336.953,31.949,0,72.1053
4.836,-337.923,32.026,0,72.1095
4.8495,-338.893,32.102,0,72.1138
4.863,-339.864,32.178,0,72.118
4.878,-340.942,32.263,0,72.1408
4.893,-342.021,32.347,0,72.1492
4.908,-343.1,32.432,0,72.1576
4.923,-344.179,32.516,0,72.166
4.938,-345.257,32.6,0,72.1744
4.953,-346.337,32.684,0,72.1846
4.968,-347.416,32.768,0,72.1949
4.983,-348.496,32.852,0,72.2051
4.9935,-349.251,32.911,0,72.2181
5.004,-350.007,32.97,0,72.231
5.018,-351.015,33.048,0.165375,72.2357
5.032,-352.024,33.126,0.33075,72.2405
5.046,-353.032,33.205,0.496125,72.2453
5.06,-354.04,33.283,0.6615,72.25
5.074,-355.048,33.361,0.826875,72.2547
5.088,-356.056,33.439,0.99225,72.2595
5.10075,-356.975,33.51,1.5238125,72.2669
5.1135,-357.894,33.582,2.055375,72.2743
5.12625,-358.813,33.653,2.5869375,72.2818
5.139,-359.731,33.724,3.1185,72.2892
5.155,-360.885,33.814,3.8745,72.2993
5.171,-362.038,33.904,4.6305,72.3094
5.187,-363.191,33.994,5.3865,72.3196
5.202,-364.273,34.079,3.591,72.3276
5.217,-365.354,34.165,1.7955,72.3356
5.232,-366.436,34.25,0,72.3435
5.244,-367.301,34.319,0,72.3515
5.256,-368.167,34.388,0,72.3594
5.268,-369.032,34.458,0,72.3672
5.283,-370.114,34.545,0,72.3746
5.298,-371.196,34.632,0,72.3819
5.313,-372.279,34.72,0,72.3892
5.328,-373.361,34.807,0,72.3966
5.34,-374.227,34.878,0,72.4043
5.352,-375.093,34.949,0,72.4121
5.364,-375.959,35.02,0,72.4198
5.376,-376.825,35.091,0,72.4276
5.394,-378.124,35.199,0,72.4407
5.412,-379.424,35.306,0,72.4538
5.4255,-380.399,35.388,0,72.4611
5.439,-381.373,35.469,0,72.4684
5.4525,-382.348,35.551,0,72.4757
5.466,-383.323,35.633,0,72.483
5.478,-384.19,35.706,0,72.491
5.49,-385.057,35.779,0,72.4989
5.502,-385.923,35.852,0,72.5069
5.51775,-387.061,35.948,0,72.5141
5.5335,-388.2,36.044,0,72.5214
5.54925,-389.338,36.14,0,72.5286
5.565,-390.476,36.236,0,72.5359
5.577,-391.343,36.31,0,72.5459
5.589,-392.211,36.383,0,72.556
5.601,-393.078,36.456,0,72.5661
5.616,-394.163,36.548,0,72.5744
5.631,-395.248,36.64,0,72.5828
5.646,-396.332,36.731,0,72.5912
5.658,-397.2,36.804,0.5315625,72.5979
5.67,-398.068,36.878,1.063125,72.6046
5.682,-398.937,36.951,1.5946875,72.6112
5.694,-399.805,37.024,2.12625,72.6179
5.71,-400.962,37.122,2.835,72.627
5.726,-402.12,37.22,3.54375,72.6361
5.742,-403.278,37.318,4.2525,72.6453
5.757,-404.364,37.411,6.5205,72.6745
5.769,-405.233,37.485,6.82425,72.6781
5.781,-406.102,37.56,7.128,72.6816
5.793,-406.97,37.635,7.43175,72.6851
5.805,-407.839,37.71,7.7355,72.6887
5.817,-408.708,37.784,8.03925,72.6922
5.829,-409.577,37.859,8.343,72.6957
5.841,-410.446,37.934,8.64675,72.6992
5.859,-411.75,38.049,4.323375,72.7102
5.877,-413.053,38.165,0,72.7212
5.891,-414.067,38.257,0,72.7284
5.905,-415.081,38.349,0,72.7356
5.919,-416.095,38.441,0,72.7428
5.93175,-417.019,38.527,0,72.7495
5.9445,-417.942,38.612,0,72.7562
5.95725,-418.866,38.698,0,72.7629
5.97,-419.79,38.784,0,72.7695
5.982,-420.659,38.866,0,72.7847
5.994,-421.528,38.949,0,72.7998
6.0096,-422.659,39.058,0,72.8053
6.0252,-423.789,39.168,0,72.8108
6.0408,-424.919,39.278,0,72.8164
6.0564,-426.05,39.387,0,72.8219
6.072,-427.18,39.497,0,72.8274
6.084,-428.05,39.583,0,72.8362
6.096,-428.92,39.67,0,72.8451
6.108,-429.789,39.756,0,72.8539
6.1212,-430.746,39.852,0,72.8586
6.1344,-431.703,39.948,0,72.8634
6.1476,-432.66,40.044,0,72.8681
6.1608,-433.617,40.14,0,72.8728
6.174,-434.574,40.236,0,72.8775
6.1905,-435.771,40.356,0,72.8912
6.207,-436.967,40.476,0,72.9049
6.2175,-437.729,40.553,0,72.9192
6.228,-438.491,40.63,0,72.9336
6.2436,-439.623,40.744,0,72.9385
6.2592,-440.755,40.859,0,72.9435
6.2748,-441.887,40.973,0,72.9485
6.2904,-443.019,41.087,0,72.9535
6.306,-444.151,41.201,0,72.9584
6.317,-444.949,41.282,0,72.9676
6.328,-445.748,41.362,0,72.9767
6.339,-446.546,41.443,0,72.9858
6.3522,-447.505,41.539,0,72.991
6.3654,-448.464,41.635,0,72.9962
6.3786,-449.422,41.731,0,73.0014
6.3918,-450.381,41.828,0,73.0066
6.405,-451.34,41.924,0,73.0118
6.421,-452.502,42.04,0,73.0199
6.437,-453.665,42.157,0,73.028
6.453,-454.827,42.273,0,73.0361
6.466,-455.772,42.368,0,73.0457
6.479,-456.717,42.462,0,73.0553
6.492,-457.662,42.557,0,73.0649
6.506,-458.68,42.659,0,73.0729
6.52,-459.698,42.76,0,73.0809
6.534,-460.715,42.862,0,73.0889
6.549,-461.807,42.97,0,73.0951
6.564,-462.898,43.079,0,73.1012
6.579,-463.989,43.188,0,73.1074
6.594,-465.08,43.296,0,73.1135
6.606,-465.953,43.383,0,73.1203
6.618,-466.826,43.469,0,73.127
6.63,-467.699,43.556,0,73.1338
6.642,-468.573,43.643,0,73.1405
6.655,-469.519,43.736,0,73.1492
6.668,-470.465,43.83,0,73.1578
6.681,-471.412,43.924,0,73.1664
6.69375,-472.34,44.016,0,73.1726
6.7065,-473.269,44.107,0,73.1789
6.71925,-474.197,44.199,0,73.1852
6.732,-475.126,44.291,0,73.1914
6.75,-476.437,44.42,0,73.2041
6.768,-477.748,44.549,0,73.2169
6.78,-478.623,44.635,0,73.2216
6.792,-479.497,44.721,0,73.2262
6.804,-480.372,44.807,0,73.2309
6.816,-481.246,44.893,0,73.2356
6.828,-482.121,44.979,0,73.2403
6.843,-483.214,45.087,0,73.2537
6.858,-484.307,45.194,0,73.2671
6.87375,-485.456,45.307,0,73.274
6.8895,-486.605,45.419,0,73.281
6.90525,-487.753,45.532,0,73.2879
6.921,-488.902,45.644,0,73.2948
6.932,-489.704,45.723,-0.33075,73.3036
6.943,-490.507,45.801,-0.6615,73.3123
6.954,-491.309,45.879,-0.99225,73.321
6.969,-492.404,45.986,-1.55925,73.3268
6.984,-493.499,46.093,-2.12625,73.3327
6.999,-494.594,46.2,-2.69325,73.3385
7.014,-495.688,46.307,-3.26025,73.3444
7.026,-496.564,46.392,-4.01625,73.3521
7.038,-497.44,46.477,-4.77225,73.3599
7.05,-498.317,46.562,-5.52825,73.3677
7.065,-499.412,46.667,-3.6855,73.3763
7.08,-500.508,46.772,-1.84275,73.385
7.095,-501.603,46.878,0,73.3936
7.10775,-502.535,46.966,0,73.4005
7.1205,-503.466,47.055,0,73.4073
7.13325,-504.398,47.144,0,73.4142
7.146,-505.33,47.233,0,73.421
7.1595,-506.317,47.325,0,73.427
7.173,-507.303,47.418,0,73.433
7.1865,-508.29,47.511,0,73.4391
7.2,-509.277,47.604,0,73.4451
7.215,-510.374,47.706,0,73.4572
7.23,-511.471,47.808,0,73.4692
7.24425,-512.514,47.904,0,73.4753
7.2585,-513.557,47.999,0,73.4814
7.27275,-514.599,48.095,0,73.4874
7.287,-515.642,48.191,0,73.4935
7.299,-516.52,48.271,-0.42525,73.4989
7.311,-517.398,48.352,-0.8505,73.5043
7.323,-518.277,48.432,-1.27575,73.5096
7.335,-519.155,48.512,-1.701,73.515
7.347,-520.034,48.592,-2.12625,73.5203
7.361,-521.059,48.684,-2.88225,73.5288
7.375,-522.084,48.777,-3.63825,73.5372
7.389,-523.109,48.869,-4.39425,73.5456
7.4025,-524.098,48.957,-4.96125,73.5519
7.416,-525.087,49.045,-5.52825,73.5582
7.4295,-526.077,49.133,-6.09525,73.5644
7.443,-527.066,49.222,-6.66225,73.5707
7.459,-528.239,49.324,-7.371,73.5771
7.475,-529.411,49.426,-8.07975,73.5836
7.491,-530.584,49.529,-8.7885,73.59
7.503,-531.464,49.603,-9.5445,73.5971
7.515,-532.344,49.678,-10.3005,73.6041
7.527,-533.224,49.753,-11.0565,73.6111
7.542,-534.325,49.842,-11.76525,73.6165
7.557,-535.426,49.932,-12.474,73.6218
7.572,-536.526,50.022,-13.18275,73.6271
7.58475,-537.462,50.094,-9.887076,73.6299
7.5975,-538.398,50.166,-6.591375,73.6327
7.61025,-539.334,50.238,-3.295701,73.6354
7.623,-540.27,50.31,0,73.638
7.637,-541.299,50.386,0,73.6446
7.651,-542.327,50.461,0,73.6512
7.665,-543.355,50.536,0,73.6578
7.6785,-544.347,50.605,0,73.6638
7.692,-545.34,50.673,0,73.6698
7.7055,-546.332,50.742,0,73.6757
7.719,-547.324,50.81,0,73.6817
7.73175,-548.262,50.871,0,73.6875
7.7445,-549.199,50.931,0,73.6934
7.75725,-550.137,50.992,0,73.6992
7.77,-551.075,51.052,0,73.7049
7.782,-551.958,51.107,0,73.7163
7.794,-552.84,51.162,0,73.7274
7.8078,-553.856,51.223,0,73.7325
7.8216,-554.872,51.284,0,73.7376
7.8354,-555.888,51.345,0,73.7426
7.8492,-556.903,51.405,0,73.7476
7.863,-557.919,51.466,0,73.7527
7.8825,-559.355,51.55,0,73.765
7.902,-560.791,51.634,0,73.7772
7.9155,-561.785,51.691,0,73.7885
7.929,-562.78,51.748,0,73.7998
7.9405,-563.627,51.797,0,73.8038
7.952,-564.474,51.845,0,73.8077
7.9635,-565.322,51.894,0,73.8117
7.975,-566.169,51.942,0,73.8156
7.9865,-567.016,51.99,0,73.8196
7.998,-567.864,52.039,0,73.8235
8.016,-569.19,52.114,0,73.8356
8.034,-570.517,52.19,0,73.8476
8.0475,-571.512,52.246,0,73.8537
8.061,-572.508,52.303,0,73.8598
8.0745,-573.503,52.36,0,73.8658
8.088,-574.499,52.416,0,73.8719
8.1,-575.384,52.466,0,73.8781
8.112,-576.269,52.517,0,73.8843
8.124,-577.154,52.567,0,73.8905
8.136,-578.039,52.617,0,73.8967
8.15025,-579.091,52.677,0,73.9026
8.1645,-580.142,52.737,0,73.9084
8.17875,-581.193,52.797,0,73.9143
8.193,-582.245,52.856,0,73.9202
8.206,-583.204,52.911,0,73.9278
8.219,-584.164,52.965,0,73.9356
8.232,-585.123,53.02,0,73.9433
8.24475,-586.065,53.073,0,73.9488
8.2575,-587.006,53.127,0,73.9543
8.27025,-587.948,53.18,0,73.9598
8.283,-588.889,53.233,0,73.9654
8.296,-589.849,53.288,0.567,73.9735
8.309,-590.809,53.342,1.134,73.9817
8.322,-591.769,53.396,1.701,73.9899
8.339,-593.025,53.467,2.40975,73.9975
8.356,-594.281,53.539,3.1185,74.0051
8.373,-595.537,53.61,3.82725,74.0127
8.387,-596.572,53.669,4.536,74.0201
8.401,-597.606,53.728,5.24475,74.0275
8.415,-598.641,53.787,5.9535,74.035
8.4285,-599.639,53.845,6.5205,74.0406
8.442,-600.636,53.903,7.0875,74.0463
8.4555,-601.634,53.961,7.6545,74.052
8.469,-602.632,54.019,8.2215,74.0576
8.48025,-603.464,54.069,6.768549,74.0626
8.4915,-604.296,54.118,5.315625,74.0675
8.50275,-605.127,54.168,3.862674,74.0724
8.514,-605.959,54.218,2.40975,74.0773
8.528,-606.994,54.283,1.6065,74.0847
8.542,-608.029,54.347,0.80325,74.092
8.556,-609.065,54.412,0,74.0992
8.571,-610.174,54.484,0,74.1058
8.586,-611.283,54.556,0,74.1124
8.601,-612.392,54.627,0,74.119
8.6145,-613.391,54.694,0,74.1245
8.628,-614.389,54.762,0,74.1299
8.6415,-615.388,54.829,0,74.1353
8.655,-616.386,54.896,0,74.1407
8.66625,-617.218,54.953,0,74.1464
8.6775,-618.051,55.011,0,74.152
8.68875,-618.883,55.069,0,74.1576
8.7,-619.715,55.126,0,74.1632
8.7135,-620.714,55.197,0,74.1697
8.727,-621.713,55.267,0,74.1762
8.7405,-622.711,55.338,0,74.1827
8.754,-623.71,55.409,0,74.1891
8.775,-625.264,55.52,0,74.2104
8.7882,-626.241,55.591,0,74.2146
8.8014,-627.219,55.661,0,74.2189
8.8146,-628.196,55.732,0,74.2231
8.8278,-629.173,55.802,0,74.2274
8.841,-630.15,55.873,0,74.2316
8.854,-631.112,55.942,0,74.2394
8.867,-632.075,56.012,0,74.2472
8.88,-633.038,56.082,0,74.2549
8.89425,-634.093,56.158,0,74.2602
8.9085,-635.148,56.235,0,74.2656
8.92275,-636.204,56.311,0,74.2709
8.937,-637.259,56.388,0,74.2762
8.952,-638.371,56.468,0,74.2839
